id,datetime,lines,products,amount_kopecks,min_line,max_line
477,2026-08-18 15:06:11,1,1,945000,945000,945000
478,2026-08-10 00:13:55,1,1,645000,645000,645000
479,2026-08-16 09:40:02,1,1,874500,874500,874500
480,2026-08-04 16:17:19,1,1,1569500,1569500,1569500
481,2026-08-07 13:09:54,1,1,874500,874500,874500
482,2026-08-15 16:30:16,2,2,1695000,847500,847500
483,2026-08-29 19:38:52,1,1,845000,845000,845000
484,2026-08-15 19:17:47,1,1,874500,874500,874500
485,2026-08-22 16:02:00,1,1,845000,845000,845000
486,2026-09-02 09:28:52,1,1,895000,895000,895000
487,2026-09-05 11:02:17,2,2,1495000,747500,747500
488,2026-08-09 16:36:09,1,1,1935000,1935000,1935000
489,2026-08-24 08:47:25,1,1,885000,885000,885000
490,2026-09-04 10:01:44,1,1,845000,845000,845000
491,2026-09-07 09:04:54,1,1,895000,895000,895000
492,2026-08-20 14:21:52,1,1,995000,995000,995000
493,2026-09-02 16:44:53,1,1,995000,995000,995000
494,2026-09-05 19:15:54,1,1,895900,895900,895900
495,2026-09-01 10:30:21,2,2,1495000,747500,747500
496,2026-08-22 15:01:37,1,1,895000,895000,895000
497,2026-08-31 12:11:14,1,1,895000,895000,895000
498,2026-08-10 18:10:53,2,2,900000,450000,450000
499,2026-09-08 13:24:34,1,1,895000,895000,895000
500,2026-08-10 13:21:01,1,1,649000,649000,649000
501,2026-08-20 14:06:32,1,1,874500,874500,874500
502,2026-09-05 10:11:25,1,1,845000,845000,845000
503,2026-08-31 14:40:32,2,2,1494300,747150,747150
504,2026-09-03 06:27:49,1,1,597500,597500,597500
505,2026-08-11 18:00:05,2,2,990000,495000,495000
506,2026-08-27 12:29:06,1,1,895000,895000,895000
507,2026-08-08 20:12:46,1,1,649000,649000,649000
508,2026-08-09 21:33:27,2,2,990000,495000,495000
508,2026-09-03 08:29:32,1,1,575000,575000,575000
509,2026-09-07 16:51:31,1,1,1890000,1890000,1890000
510,2026-09-05 10:34:42,1,1,895000,895000,895000
511,2026-08-08 17:29:42,1,1,495000,495000,495000
512,2026-08-08 16:43:12,1,1,499500,499500,499500
513,2026-08-23 17:34:10,2,2,1395000,697500,697500
514,2026-08-23 09:48:08,1,1,895000,895000,895000
515,2026-09-05 12:09:36,1,1,845000,845000,845000
516,2026-08-08 16:59:49,2,2,990000,495000,495000
517,2026-09-05 12:48:03,1,1,895000,895000,895000
518,2026-08-08 12:37:37,1,1,649000,649000,649000
519,2026-08-10 16:09:27,3,3,1485000,495000,495000
520,2026-08-09 09:27:27,1,1,649000,649000,649000
521,2026-08-12 14:21:51,1,1,645000,645000,645000
522,2026-08-17 16:24:17,1,1,695000,695000,695000
523,2026-09-02 11:00:48,1,1,845000,845000,845000
524,2026-09-01 11:54:01,1,1,894500,894500,894500
525,2026-08-22 15:39:49,1,1,895000,895000,895000
526,2026-08-27 13:32:56,1,1,895000,895000,895000
527,2026-08-09 10:49:47,2,2,990000,495000,495000
528,2026-09-06 16:54:20,1,1,895000,895000,895000
529,2026-08-24 13:11:03,2,2,1495000,747500,747500
530,2026-09-06 19:09:38,1,1,895000,895000,895000
531,2026-08-30 10:04:17,1,1,895000,895000,895000
532,2026-08-08 16:22:47,2,2,999000,499500,499500
533,2026-09-05 10:24:14,1,1,845000,845000,845000
534,2026-08-30 12:55:04,1,1,845000,845000,845000
535,2026-08-30 08:24:30,2,2,1495000,747500,747500
536,2026-08-12 12:22:52,2,2,1695000,847500,847500
537,2026-08-12 04:49:43,2,2,990000,495000,495000
538,2026-08-31 06:14:52,2,2,1495000,747500,747500
539,2026-08-23 20:55:41,1,1,895000,895000,895000
540,2026-09-05 14:57:41,1,1,895000,895000,895000
541,2026-09-02 10:48:17,2,2,1495000,747500,747500
542,2026-08-23 18:26:56,1,1,895000,895000,895000
543,2026-08-09 14:01:24,1,1,495000,495000,495000
544,2026-08-10 06:26:01,1,1,499500,499500,499500
545,2026-09-05 19:45:17,1,1,895000,895000,895000
546,2026-08-10 19:07:51,1,1,649000,649000,649000
547,2026-09-01 15:53:22,2,2,1495000,747500,747500
548,2026-09-08 12:45:32,2,2,1395000,697500,697500
549,2026-08-24 05:25:17,2,2,1644500,822250,822250
550,2026-08-09 16:24:42,1,1,546334,546334,546334
551,2026-09-02 09:58:19,1,1,895000,895000,895000
552,2026-08-26 04:37:12,1,1,747500,747500,747500
553,2026-09-05 18:27:14,1,1,895000,895000,895000
554,2026-08-08 12:44:01,2,2,1000000,500000,500000
555,2026-09-02 09:38:46,2,2,1495000,747500,747500
556,2026-09-05 15:17:14,1,1,747500,747500,747500
557,2026-08-23 16:56:11,1,1,895000,895000,895000
558,2026-09-02 08:49:58,1,1,824500,824500,824500
559,2026-08-23 04:11:37,1,1,845000,845000,845000
560,2026-08-25 14:09:51,1,1,895000,895000,895000
561,2026-09-03 18:55:28,1,1,1890000,1890000,1890000
562,2026-08-17 22:34:23,1,1,874500,874500,874500
563,2026-08-09 17:28:24,1,1,649000,649000,649000
564,2026-08-16 04:38:14,1,1,874500,874500,874500
565,2026-08-30 15:30:24,2,2,1395000,697500,697500
566,2026-08-30 18:45:42,1,1,845000,845000,845000
567,2026-09-09 15:06:26,2,2,1495000,747500,747500
568,2026-08-27 15:10:07,2,2,1495000,747500,747500
569,2026-09-06 08:00:03,1,1,895000,895000,895000
570,2026-08-09 09:24:57,2,2,999000,499500,499500
571,2026-08-04 17:19:52,2,2,1695000,847500,847500
572,2026-09-02 14:54:22,1,1,894500,894500,894500
573,2026-08-30 09:39:42,1,1,895000,895000,895000
574,2026-09-04 16:29:01,1,1,747500,747500,747500
575,2026-08-19 09:21:46,3,3,2473500,824500,824500
576,2026-09-04 17:26:34,1,1,747500,747500,747500
577,2026-08-09 16:26:30,1,1,546333,546333,546333
578,2026-08-21 12:29:55,1,1,824500,824500,824500
579,2026-08-06 16:20:47,1,1,824500,824500,824500
580,2026-08-23 14:38:29,1,1,895000,895000,895000
581,2026-08-23 11:19:47,1,1,895000,895000,895000
582,2026-09-04 15:03:52,1,1,895000,895000,895000
583,2026-08-25 04:27:38,1,1,895000,895000,895000
584,2026-08-10 15:33:39,1,1,649000,649000,649000
585,2026-08-29 19:40:39,2,2,1395000,697500,697500
586,2026-08-12 17:45:53,1,1,874500,874500,874500
587,2026-08-26 21:47:21,1,1,845000,845000,845000
588,2026-08-11 02:43:57,1,1,645000,645000,645000
589,2026-08-09 18:06:31,1,1,599000,599000,599000
590,2026-09-04 11:04:11,1,1,894500,894500,894500
591,2026-09-05 10:13:46,1,1,845000,845000,845000
592,2026-08-19 20:38:02,1,1,824500,824500,824500
593,2026-09-06 19:53:15,1,1,995000,995000,995000
594,2026-09-03 18:16:38,1,1,500000,500000,500000
595,2026-08-22 16:55:59,2,2,1495000,747500,747500
596,2026-09-05 16:26:36,1,1,895000,895000,895000
597,2026-08-09 18:00:04,1,1,599000,599000,599000
598,2026-08-09 09:43:34,2,2,990000,495000,495000
599,2026-08-26 12:25:10,1,1,895000,895000,895000
599,2026-08-31 16:05:26,1,1,895000,895000,895000
600,2026-08-22 15:48:13,1,1,745000,745000,745000
601,2026-09-04 04:51:49,3,3,2242500,747500,747500
601,2026-09-06 14:28:33,2,2,1395000,697500,697500
602,2026-09-05 17:42:39,1,1,845000,845000,845000
603,2026-08-18 16:34:39,1,1,874500,874500,874500
604,2026-09-06 19:17:57,1,1,895000,895000,895000
605,2026-08-26 07:26:53,1,1,895000,895000,895000
606,2026-08-10 18:36:00,1,1,645000,645000,645000
