id,mode,userId,course,amount,at,source,status,leadId,refundAmount
hpay_0001,historical,hist_437,ML про,8950.0,2026-08-04T09:08:31,purchases.xlsx; row 2; timezone unspecified,paid,,
hpay_0210,historical,hist_173,ML старт,4950.0,2026-08-11T07:48:36,purchases.xlsx; row 211; timezone unspecified,paid,,
hpay_0211,historical,hist_173,Алгоритмы старт,4950.0,2026-08-11T07:48:36,purchases.xlsx; row 212; timezone unspecified,paid,,
hpay_0212,historical,hist_417,К ВУЗу,6950.0,2026-08-11T10:51:54,purchases.xlsx; row 213; timezone unspecified,paid,,
hpay_0213,historical,hist_281,ML старт,4950.0,2026-08-11T12:02:08,purchases.xlsx; row 214; timezone unspecified,paid,,
hpay_0214,historical,hist_339,К ВУЗу,6450.0,2026-08-11T12:22:26,purchases.xlsx; row 215; timezone unspecified,paid,,
hpay_0215,historical,hist_82,Аналитика про,3245.0,2026-08-11T12:46:14,purchases.xlsx; row 216; timezone unspecified,paid,,
hpay_0216,historical,hist_82,Аналитика старт,3245.0,2026-08-11T12:46:14,purchases.xlsx; row 217; timezone unspecified,paid,,
hpay_0217,historical,hist_142,Аналитика старт,6490.0,2026-08-11T15:49:13,purchases.xlsx; row 218; timezone unspecified,paid,,
hpay_0218,historical,hist_304,К ВУЗу,6950.0,2026-08-11T15:52:40,purchases.xlsx; row 219; timezone unspecified,paid,,
hpay_0219,historical,hist_311,ML старт,4950.0,2026-08-11T16:15:41,purchases.xlsx; row 220; timezone unspecified,paid,,
hpay_0220,historical,hist_311,Алгоритмы старт,4950.0,2026-08-11T16:15:41,purchases.xlsx; row 221; timezone unspecified,paid,,
hpay_0221,historical,hist_453,Алгоритмы старт,4950.0,2026-08-11T17:07:53,purchases.xlsx; row 222; timezone unspecified,paid,,
hpay_0222,historical,hist_505,ML старт,4950.0,2026-08-11T18:00:05,purchases.xlsx; row 223; timezone unspecified,paid,,
hpay_0223,historical,hist_505,Алгоритмы старт,4950.0,2026-08-11T18:00:05,purchases.xlsx; row 224; timezone unspecified,paid,,
hpay_0224,historical,hist_112,ML про,8475.0,2026-08-11T18:41:42,purchases.xlsx; row 225; timezone unspecified,paid,,
hpay_0225,historical,hist_112,ML старт,8475.0,2026-08-11T18:41:42,purchases.xlsx; row 226; timezone unspecified,paid,,
hpay_0226,historical,hist_179,Аналитика старт,6490.0,2026-08-12T02:06:02,purchases.xlsx; row 227; timezone unspecified,paid,,
hpay_0227,historical,hist_537,ML старт,4950.0,2026-08-12T04:49:43,purchases.xlsx; row 228; timezone unspecified,paid,,
hpay_0228,historical,hist_537,Алгоритмы старт,4950.0,2026-08-12T04:49:43,purchases.xlsx; row 229; timezone unspecified,paid,,
hpay_0229,historical,hist_46,К ВУЗу,6450.0,2026-08-12T05:13:04,purchases.xlsx; row 230; timezone unspecified,paid,,
hpay_0230,historical,hist_260,Алгоритмы,4950.0,2026-08-12T05:32:11,purchases.xlsx; row 231; timezone unspecified,paid,,
hpay_0231,historical,hist_260,Алгоритмы про,4950.0,2026-08-12T05:32:11,purchases.xlsx; row 232; timezone unspecified,paid,,
hpay_0232,historical,hist_234,ML старт,4950.0,2026-08-12T06:04:03,purchases.xlsx; row 233; timezone unspecified,paid,,
hpay_0233,historical,hist_332,ML старт,9900.0,2026-08-12T06:44:05,purchases.xlsx; row 234; timezone unspecified,paid,,
hpay_0234,historical,hist_41,ML старт,6500.0,2026-08-12T10:22:39,purchases.xlsx; row 235; timezone unspecified,paid,,
hpay_0235,historical,hist_536,Аналитика про,8475.0,2026-08-12T12:22:52,purchases.xlsx; row 236; timezone unspecified,paid,,
hpay_0236,historical,hist_536,Аналитика старт,8475.0,2026-08-12T12:22:52,purchases.xlsx; row 237; timezone unspecified,paid,,
hpay_0237,historical,hist_460,Аналитика старт,8745.0,2026-08-12T13:12:40,purchases.xlsx; row 238; timezone unspecified,paid,,
hpay_0238,historical,hist_388,ML старт,7000.0,2026-08-12T13:28:18,purchases.xlsx; row 239; timezone unspecified,paid,,
hpay_0239,historical,hist_521,К ВУЗу,6450.0,2026-08-12T14:21:51,purchases.xlsx; row 240; timezone unspecified,paid,,
hpay_0240,historical,hist_586,Аналитика старт,8745.0,2026-08-12T17:45:53,purchases.xlsx; row 241; timezone unspecified,paid,,
hpay_0241,historical,hist_170,ML старт,6000.0,2026-08-12T17:51:00,purchases.xlsx; row 242; timezone unspecified,paid,,
hpay_0242,historical,hist_348,К ВУЗу,6950.0,2026-08-12T19:17:21,purchases.xlsx; row 243; timezone unspecified,paid,,
hpay_0243,historical,hist_364,Аналитика про,8475.0,2026-08-13T00:01:02,purchases.xlsx; row 244; timezone unspecified,paid,,
hpay_0244,historical,hist_66,Алгоритмы старт,8745.0,2026-08-13T05:36:55,purchases.xlsx; row 245; timezone unspecified,paid,,
hpay_0245,historical,hist_426,ML старт,6000.0,2026-08-13T09:26:22,purchases.xlsx; row 246; timezone unspecified,paid,,
hpay_0246,historical,hist_342,Теория вероятностей,9950.0,2026-08-13T09:48:34,purchases.xlsx; row 247; timezone unspecified,paid,,
hpay_0247,historical,hist_275,Алгоритмы старт,8745.0,2026-08-13T09:51:23,purchases.xlsx; row 248; timezone unspecified,paid,,
hpay_0248,historical,hist_132,Аналитика про,8745.0,2026-08-13T11:39:13,purchases.xlsx; row 249; timezone unspecified,paid,,
hpay_0249,historical,hist_175,Теория вероятностей,9950.0,2026-08-13T16:14:01,purchases.xlsx; row 250; timezone unspecified,paid,,
hpay_0250,historical,hist_153,Алгоритмы,5750.0,2026-08-13T18:30:59,purchases.xlsx; row 251; timezone unspecified,paid,,
hpay_0251,historical,hist_208,К ВУЗу,6450.0,2026-08-13T19:25:17,purchases.xlsx; row 252; timezone unspecified,paid,,
hpay_0252,historical,hist_79,Теория вероятностей,9950.0,2026-08-14T04:09:52,purchases.xlsx; row 253; timezone unspecified,paid,,
hpay_0253,historical,hist_229,Теория вероятностей,9950.0,2026-08-14T04:19:44,purchases.xlsx; row 254; timezone unspecified,paid,,
hpay_0254,historical,hist_474,К ВУЗу,6950.0,2026-08-14T07:16:32,purchases.xlsx; row 255; timezone unspecified,paid,,
hpay_0255,historical,hist_45,Алгоритмы,5750.0,2026-08-14T10:04:52,purchases.xlsx; row 256; timezone unspecified,paid,,
hpay_0256,historical,hist_442,К ВУЗу,6950.0,2026-08-14T11:21:45,purchases.xlsx; row 257; timezone unspecified,paid,,
hpay_0257,historical,hist_316,АВ тестам,4495.0,2026-08-14T12:59:02,purchases.xlsx; row 258; timezone unspecified,paid,,
hpay_0258,historical,hist_448,ML про,8475.0,2026-08-14T14:23:30,purchases.xlsx; row 259; timezone unspecified,paid,,
hpay_0259,historical,hist_448,ML старт,8475.0,2026-08-14T14:23:30,purchases.xlsx; row 260; timezone unspecified,paid,,
hpay_0260,historical,hist_391,Алгоритмы старт,8745.0,2026-08-14T18:55:11,purchases.xlsx; row 261; timezone unspecified,paid,,
hpay_0261,historical,hist_420,К ВУЗу,6950.0,2026-08-14T20:17:00,purchases.xlsx; row 262; timezone unspecified,paid,,
hpay_0262,historical,hist_276,ML старт,2875.0,2026-08-15T12:43:23,purchases.xlsx; row 263; timezone unspecified,paid,,
hpay_0263,historical,hist_276,Алгоритмы старт,2875.0,2026-08-15T12:43:23,purchases.xlsx; row 264; timezone unspecified,paid,,
hpay_0264,historical,hist_162,К ВУЗу,6950.0,2026-08-15T12:51:04,purchases.xlsx; row 265; timezone unspecified,paid,,
hpay_0265,historical,hist_130,Алгоритмы,9950.0,2026-08-15T14:59:16,purchases.xlsx; row 266; timezone unspecified,paid,,
hpay_0266,historical,hist_482,ML старт,8475.0,2026-08-15T16:30:16,purchases.xlsx; row 267; timezone unspecified,paid,,
hpay_0267,historical,hist_482,Алгоритмы,8475.0,2026-08-15T16:30:16,purchases.xlsx; row 268; timezone unspecified,paid,,
hpay_0268,historical,hist_484,Аналитика старт,8745.0,2026-08-15T19:17:47,purchases.xlsx; row 269; timezone unspecified,paid,,
hpay_0269,historical,hist_564,Аналитика старт,8745.0,2026-08-16T04:38:14,purchases.xlsx; row 270; timezone unspecified,paid,,
hpay_0270,historical,hist_479,Аналитика старт,8745.0,2026-08-16T09:40:02,purchases.xlsx; row 271; timezone unspecified,paid,,
hpay_0271,historical,hist_441,Алгоритмы старт,8745.0,2026-08-16T09:40:30,purchases.xlsx; row 272; timezone unspecified,paid,,
hpay_0272,historical,hist_133,Аналитика про,4950.0,2026-08-16T09:59:37,purchases.xlsx; row 273; timezone unspecified,paid,,
hpay_0273,historical,hist_133,Аналитика старт,4950.0,2026-08-16T09:59:37,purchases.xlsx; row 274; timezone unspecified,paid,,
hpay_0274,historical,hist_143,К ВУЗу,6950.0,2026-08-16T13:21:36,purchases.xlsx; row 275; timezone unspecified,paid,,
hpay_0275,historical,hist_361,ML старт,8745.0,2026-08-17T10:53:42,purchases.xlsx; row 276; timezone unspecified,paid,,
hpay_0276,historical,hist_361,Алгоритмы старт,8745.0,2026-08-17T10:53:42,purchases.xlsx; row 277; timezone unspecified,paid,,
hpay_0277,historical,hist_522,К ВУЗу,6950.0,2026-08-17T16:24:17,purchases.xlsx; row 278; timezone unspecified,paid,,
hpay_0278,historical,hist_562,ML старт,8745.0,2026-08-17T22:34:23,purchases.xlsx; row 279; timezone unspecified,paid,,
hpay_0279,historical,hist_346,ML старт,8745.0,2026-08-18T10:15:05,purchases.xlsx; row 280; timezone unspecified,paid,,
hpay_0280,historical,hist_477,Линейная алгебра,9450.0,2026-08-18T15:06:11,purchases.xlsx; row 281; timezone unspecified,paid,,
hpay_0281,historical,hist_603,Аналитика старт,8745.0,2026-08-18T16:34:39,purchases.xlsx; row 282; timezone unspecified,paid,,
hpay_0282,historical,hist_75,Аналитика про,8475.0,2026-08-18T18:53:33,purchases.xlsx; row 283; timezone unspecified,paid,,
hpay_0283,historical,hist_75,Аналитика старт,8475.0,2026-08-18T18:53:33,purchases.xlsx; row 284; timezone unspecified,paid,,
hpay_0284,historical,hist_70,Аналитика старт,8475.0,2026-08-18T19:10:04,purchases.xlsx; row 285; timezone unspecified,paid,,
hpay_0285,historical,hist_413,Аналитика старт,8745.0,2026-08-18T19:40:47,purchases.xlsx; row 286; timezone unspecified,paid,,
hpay_0286,historical,hist_468,Линейная алгебра,9450.0,2026-08-19T07:10:12,purchases.xlsx; row 287; timezone unspecified,paid,,
hpay_0287,historical,hist_287,Data Science,6950.0,2026-08-19T07:46:07,purchases.xlsx; row 288; timezone unspecified,paid,,
hpay_0288,historical,hist_575,Алгоритмы старт,8245.0,2026-08-19T09:21:46,purchases.xlsx; row 289; timezone unspecified,paid,,
hpay_0289,historical,hist_575,Аналитика про,8245.0,2026-08-19T09:21:46,purchases.xlsx; row 290; timezone unspecified,paid,,
hpay_0290,historical,hist_575,Аналитика старт,8245.0,2026-08-19T09:21:46,purchases.xlsx; row 291; timezone unspecified,paid,,
hpay_0291,historical,hist_386,Backend про,7000.0,2026-08-19T13:53:46,purchases.xlsx; row 292; timezone unspecified,paid,,
hpay_0292,historical,hist_592,Алгоритмы старт,8245.0,2026-08-19T20:38:02,purchases.xlsx; row 293; timezone unspecified,paid,,
hpay_0293,historical,hist_351,Линейная алгебра,9450.0,2026-08-20T11:12:25,purchases.xlsx; row 294; timezone unspecified,paid,,
hpay_0294,historical,hist_392,Аналитика старт,8745.0,2026-08-20T13:14:17,purchases.xlsx; row 295; timezone unspecified,paid,,
hpay_0295,historical,hist_501,ML старт,8745.0,2026-08-20T14:06:32,purchases.xlsx; row 296; timezone unspecified,paid,,
hpay_0296,historical,hist_492,Теория вероятностей,9950.0,2026-08-20T14:21:52,purchases.xlsx; row 297; timezone unspecified,paid,,
hpay_0297,historical,hist_146,К ВУЗу,6950.0,2026-08-20T16:27:30,purchases.xlsx; row 298; timezone unspecified,paid,,
hpay_0298,historical,hist_101,Алгоритмы старт,8745.0,2026-08-20T17:34:00,purchases.xlsx; row 299; timezone unspecified,paid,,
hpay_0299,historical,hist_199,Мат анализ,9950.0,2026-08-21T09:02:18,purchases.xlsx; row 300; timezone unspecified,paid,,
hpay_0300,historical,hist_578,Аналитика про,8245.0,2026-08-21T12:29:55,purchases.xlsx; row 301; timezone unspecified,paid,,
hpay_0301,historical,hist_92,Линейная алгебра,9950.0,2026-08-21T15:14:39,purchases.xlsx; row 302; timezone unspecified,paid,,
hpay_0302,historical,hist_69,К ВУЗу,6950.0,2026-08-22T04:22:43,purchases.xlsx; row 303; timezone unspecified,paid,,
hpay_0303,historical,hist_437,AI агенты,8950.0,2026-08-22T08:23:59,purchases.xlsx; row 304; timezone unspecified,paid,,
hpay_0304,historical,hist_218,Backend про,8475.0,2026-08-22T09:03:23,purchases.xlsx; row 305; timezone unspecified,paid,,
hpay_0305,historical,hist_218,Алгоритмы про,8475.0,2026-08-22T09:03:23,purchases.xlsx; row 306; timezone unspecified,paid,,
hpay_0306,historical,hist_156,Алгоритмы про,7475.0,2026-08-22T10:54:14,purchases.xlsx; row 307; timezone unspecified,paid,,
hpay_0307,historical,hist_156,Алгоритмы старт,7475.0,2026-08-22T10:54:14,purchases.xlsx; row 308; timezone unspecified,paid,,
hpay_0308,historical,hist_211,AI агенты,7475.0,2026-08-22T11:08:24,purchases.xlsx; row 309; timezone unspecified,paid,,
hpay_0309,historical,hist_211,ML про,7475.0,2026-08-22T11:08:24,purchases.xlsx; row 310; timezone unspecified,paid,,
hpay_0310,historical,hist_370,Backend про,5750.0,2026-08-22T11:14:12,purchases.xlsx; row 311; timezone unspecified,paid,,
hpay_0311,historical,hist_277,Backend про,5750.0,2026-08-22T11:24:53,purchases.xlsx; row 312; timezone unspecified,paid,,
hpay_0312,historical,hist_293,Backend про,8950.0,2026-08-22T11:35:35,purchases.xlsx; row 313; timezone unspecified,paid,,
hpay_0313,historical,hist_353,Аналитика старт,8950.0,2026-08-22T11:39:22,purchases.xlsx; row 314; timezone unspecified,paid,,
hpay_0314,historical,hist_458,Backend про,8450.0,2026-08-22T11:58:37,purchases.xlsx; row 315; timezone unspecified,paid,,
hpay_0315,historical,hist_87,Алгоритмы про,7475.0,2026-08-22T13:23:20,purchases.xlsx; row 316; timezone unspecified,paid,,
hpay_0316,historical,hist_248,ML про,7475.0,2026-08-22T13:43:42,purchases.xlsx; row 317; timezone unspecified,paid,,
hpay_0317,historical,hist_496,ML старт,8950.0,2026-08-22T15:01:37,purchases.xlsx; row 318; timezone unspecified,paid,,
hpay_0318,historical,hist_372,AI агенты,7450.0,2026-08-22T15:11:44,purchases.xlsx; row 319; timezone unspecified,paid,,
hpay_0319,historical,hist_525,Аналитика старт,8950.0,2026-08-22T15:39:49,purchases.xlsx; row 320; timezone unspecified,paid,,
hpay_0320,historical,hist_600,AI агенты,7450.0,2026-08-22T15:48:13,purchases.xlsx; row 321; timezone unspecified,paid,,
hpay_0321,historical,hist_485,Аналитика про,8450.0,2026-08-22T16:02:00,purchases.xlsx; row 322; timezone unspecified,paid,,
hpay_0322,historical,hist_5,ML про,5750.0,2026-08-22T16:19:00,purchases.xlsx; row 323; timezone unspecified,paid,,
hpay_0323,historical,hist_595,AI агенты,7475.0,2026-08-22T16:55:59,purchases.xlsx; row 324; timezone unspecified,paid,,
hpay_0324,historical,hist_595,ML про,7475.0,2026-08-22T16:55:59,purchases.xlsx; row 325; timezone unspecified,paid,,
hpay_0325,historical,hist_17,Алгоритмы,9950.0,2026-08-22T17:01:20,purchases.xlsx; row 326; timezone unspecified,paid,,
hpay_0326,historical,hist_297,Алгоритмы,8450.0,2026-08-22T17:26:07,purchases.xlsx; row 327; timezone unspecified,paid,,
hpay_0327,historical,hist_240,Алгоритмы про,6450.0,2026-08-22T18:00:15,purchases.xlsx; row 328; timezone unspecified,paid,,
hpay_0328,historical,hist_373,Алгоритмы про,7475.0,2026-08-22T18:58:36,purchases.xlsx; row 329; timezone unspecified,paid,,
hpay_0329,historical,hist_373,Алгоритмы старт,7475.0,2026-08-22T18:58:36,purchases.xlsx; row 330; timezone unspecified,paid,,
hpay_0330,historical,hist_220,Линейная алгебра,9950.0,2026-08-22T19:19:35,purchases.xlsx; row 331; timezone unspecified,paid,,
hpay_0331,historical,hist_200,Аналитика про,7475.0,2026-08-22T19:40:16,purchases.xlsx; row 332; timezone unspecified,paid,,
hpay_0332,historical,hist_200,Аналитика старт,7475.0,2026-08-22T19:40:16,purchases.xlsx; row 333; timezone unspecified,paid,,
hpay_0333,historical,hist_263,ML про,8950.0,2026-08-22T19:53:10,purchases.xlsx; row 334; timezone unspecified,paid,,
hpay_0334,historical,hist_559,Алгоритмы,8450.0,2026-08-23T04:11:37,purchases.xlsx; row 335; timezone unspecified,paid,,
hpay_0335,historical,hist_338,Аналитика про,7475.0,2026-08-23T06:47:37,purchases.xlsx; row 336; timezone unspecified,paid,,
hpay_0336,historical,hist_338,Аналитика старт,7475.0,2026-08-23T06:47:37,purchases.xlsx; row 337; timezone unspecified,paid,,
hpay_0337,historical,hist_209,Backend про,8950.0,2026-08-23T06:58:29,purchases.xlsx; row 338; timezone unspecified,paid,,
hpay_0338,historical,hist_221,Аналитика про,7475.0,2026-08-23T07:41:37,purchases.xlsx; row 339; timezone unspecified,paid,,
hpay_0339,historical,hist_221,Аналитика старт,7475.0,2026-08-23T07:41:37,purchases.xlsx; row 340; timezone unspecified,paid,,
hpay_0340,historical,hist_118,Backend про,8450.0,2026-08-23T08:24:45,purchases.xlsx; row 341; timezone unspecified,paid,,
hpay_0341,historical,hist_514,ML старт,8950.0,2026-08-23T09:48:08,purchases.xlsx; row 342; timezone unspecified,paid,,
hpay_0342,historical,hist_312,Аналитика про,7475.0,2026-08-23T09:59:13,purchases.xlsx; row 343; timezone unspecified,paid,,
hpay_0343,historical,hist_30,ML про,8950.0,2026-08-23T10:06:51,purchases.xlsx; row 344; timezone unspecified,paid,,
hpay_0344,historical,hist_581,ML про,8950.0,2026-08-23T11:19:47,purchases.xlsx; row 345; timezone unspecified,paid,,
hpay_0345,historical,hist_341,ML про,8950.0,2026-08-23T11:59:04,purchases.xlsx; row 346; timezone unspecified,paid,,
hpay_0346,historical,hist_237,AI агенты,8950.0,2026-08-23T13:29:45,purchases.xlsx; row 347; timezone unspecified,paid,,
hpay_0347,historical,hist_447,Backend про,8450.0,2026-08-23T13:46:56,purchases.xlsx; row 348; timezone unspecified,paid,,
hpay_0348,historical,hist_98,Аналитика про,7475.0,2026-08-23T14:14:48,purchases.xlsx; row 349; timezone unspecified,paid,,
hpay_0349,historical,hist_98,Аналитика старт,7475.0,2026-08-23T14:14:48,purchases.xlsx; row 350; timezone unspecified,paid,,
hpay_0350,historical,hist_580,AI агенты,8950.0,2026-08-23T14:38:29,purchases.xlsx; row 351; timezone unspecified,paid,,
hpay_0351,historical,hist_71,Алгоритмы,8450.0,2026-08-23T14:57:08,purchases.xlsx; row 352; timezone unspecified,paid,,
hpay_0352,historical,hist_436,Алгоритмы про,8450.0,2026-08-23T15:04:52,purchases.xlsx; row 353; timezone unspecified,paid,,
hpay_0353,historical,hist_229,AI агенты,8450.0,2026-08-23T15:38:51,purchases.xlsx; row 354; timezone unspecified,paid,,
hpay_0354,historical,hist_307,Аналитика про,8450.0,2026-08-23T15:39:57,purchases.xlsx; row 355; timezone unspecified,paid,,
hpay_0355,historical,hist_235,AI агенты,8450.0,2026-08-23T16:04:24,purchases.xlsx; row 356; timezone unspecified,paid,,
hpay_0356,historical,hist_430,К ВУЗу,8000.0,2026-08-23T16:17:56,purchases.xlsx; row 357; timezone unspecified,paid,,
hpay_0357,historical,hist_172,AI агенты,8950.0,2026-08-23T16:29:57,purchases.xlsx; row 358; timezone unspecified,paid,,
hpay_0358,historical,hist_315,AI агенты,7475.0,2026-08-23T16:40:25,purchases.xlsx; row 359; timezone unspecified,paid,,
hpay_0359,historical,hist_315,Backend про,7475.0,2026-08-23T16:40:25,purchases.xlsx; row 360; timezone unspecified,paid,,
hpay_0360,historical,hist_149,ML про,8950.0,2026-08-23T16:50:14,purchases.xlsx; row 361; timezone unspecified,paid,,
hpay_0361,historical,hist_290,Аналитика старт,7475.0,2026-08-23T16:53:02,purchases.xlsx; row 362; timezone unspecified,paid,,
hpay_0362,historical,hist_557,ML про,8950.0,2026-08-23T16:56:11,purchases.xlsx; row 363; timezone unspecified,paid,,
hpay_0363,historical,hist_513,AI агенты,6975.0,2026-08-23T17:34:10,purchases.xlsx; row 364; timezone unspecified,paid,,
hpay_0364,historical,hist_513,Алгоритмы про,6975.0,2026-08-23T17:34:10,purchases.xlsx; row 365; timezone unspecified,paid,,
hpay_0365,historical,hist_424,AI агенты,7475.0,2026-08-23T17:45:31,purchases.xlsx; row 366; timezone unspecified,paid,,
hpay_0366,historical,hist_424,Аналитика про,7475.0,2026-08-23T17:45:31,purchases.xlsx; row 367; timezone unspecified,paid,,
hpay_0367,historical,hist_216,AI агенты,7475.0,2026-08-23T18:13:18,purchases.xlsx; row 368; timezone unspecified,paid,,
hpay_0368,historical,hist_367,Аналитика старт,8245.0,2026-08-23T18:18:15,purchases.xlsx; row 369; timezone unspecified,paid,,
hpay_0369,historical,hist_542,Backend старт,8950.0,2026-08-23T18:26:56,purchases.xlsx; row 370; timezone unspecified,paid,,
hpay_0370,historical,hist_107,AI агенты,6975.0,2026-08-23T18:28:17,purchases.xlsx; row 371; timezone unspecified,paid,,
hpay_0371,historical,hist_107,Аналитика про,6975.0,2026-08-23T18:28:17,purchases.xlsx; row 372; timezone unspecified,paid,,
hpay_0372,historical,hist_298,Аналитика про,6975.0,2026-08-23T18:48:14,purchases.xlsx; row 373; timezone unspecified,paid,,
hpay_0373,historical,hist_95,AI агенты,7475.0,2026-08-23T19:08:11,purchases.xlsx; row 374; timezone unspecified,paid,,
hpay_0374,historical,hist_95,Аналитика про,7475.0,2026-08-23T19:08:11,purchases.xlsx; row 375; timezone unspecified,paid,,
hpay_0375,historical,hist_203,AI агенты,7475.0,2026-08-23T20:42:20,purchases.xlsx; row 376; timezone unspecified,paid,,
hpay_0376,historical,hist_203,Аналитика про,7475.0,2026-08-23T20:42:20,purchases.xlsx; row 377; timezone unspecified,paid,,
hpay_0377,historical,hist_539,AI агенты,8950.0,2026-08-23T20:55:41,purchases.xlsx; row 378; timezone unspecified,paid,,
hpay_0378,historical,hist_257,Backend про,8450.0,2026-08-23T20:56:06,purchases.xlsx; row 379; timezone unspecified,paid,,
hpay_0379,historical,hist_360,AI агенты,8950.0,2026-08-23T20:57:22,purchases.xlsx; row 380; timezone unspecified,paid,,
hpay_0380,historical,hist_213,Аналитика про,8950.0,2026-08-23T20:58:38,purchases.xlsx; row 381; timezone unspecified,paid,,
hpay_0381,historical,hist_104,AI агенты,7475.0,2026-08-23T21:00:30,purchases.xlsx; row 382; timezone unspecified,paid,,
hpay_0382,historical,hist_104,ML про,7475.0,2026-08-23T21:00:30,purchases.xlsx; row 383; timezone unspecified,paid,,
hpay_0383,historical,hist_91,ML старт,8950.0,2026-08-24T00:44:40,purchases.xlsx; row 384; timezone unspecified,paid,,
hpay_0384,historical,hist_357,Теория вероятностей,9950.0,2026-08-24T02:46:33,purchases.xlsx; row 385; timezone unspecified,paid,,
hpay_0385,historical,hist_440,ML про,7475.0,2026-08-24T03:20:05,purchases.xlsx; row 386; timezone unspecified,paid,,
hpay_0386,historical,hist_215,Алгоритмы про,6975.0,2026-08-24T03:22:36,purchases.xlsx; row 387; timezone unspecified,paid,,
hpay_0387,historical,hist_549,AI агенты,8222.5,2026-08-24T05:25:17,purchases.xlsx; row 388; timezone unspecified,paid,,
hpay_0388,historical,hist_549,Backend про,8222.5,2026-08-24T05:25:17,purchases.xlsx; row 389; timezone unspecified,paid,,
hpay_0389,historical,hist_425,AI агенты,8503.0,2026-08-24T07:03:39,purchases.xlsx; row 390; timezone unspecified,paid,,
hpay_0390,historical,hist_489,ML старт,8850.0,2026-08-24T08:47:25,purchases.xlsx; row 391; timezone unspecified,paid,,
hpay_0391,historical,hist_243,AI агенты,8950.0,2026-08-24T10:40:35,purchases.xlsx; row 392; timezone unspecified,paid,,
hpay_0392,historical,hist_268,AI агенты,8950.0,2026-08-24T12:52:49,purchases.xlsx; row 393; timezone unspecified,paid,,
hpay_0393,historical,hist_529,Алгоритмы про,7475.0,2026-08-24T13:11:03,purchases.xlsx; row 394; timezone unspecified,paid,,
hpay_0394,historical,hist_529,Алгоритмы старт,7475.0,2026-08-24T13:11:03,purchases.xlsx; row 395; timezone unspecified,paid,,
hpay_0395,historical,hist_368,Аналитика про,8950.0,2026-08-24T14:21:10,purchases.xlsx; row 396; timezone unspecified,paid,,
hpay_0396,historical,hist_141,Алгоритмы старт,7475.0,2026-08-24T14:48:12,purchases.xlsx; row 397; timezone unspecified,paid,,
hpay_0397,historical,hist_192,AI агенты,7475.0,2026-08-24T15:05:04,purchases.xlsx; row 398; timezone unspecified,paid,,
hpay_0398,historical,hist_192,ML про,7475.0,2026-08-24T15:05:04,purchases.xlsx; row 399; timezone unspecified,paid,,
hpay_0399,historical,hist_475,Линейная алгебра,9950.0,2026-08-24T15:16:31,purchases.xlsx; row 400; timezone unspecified,paid,,
hpay_0400,historical,hist_85,Аналитика про,8950.0,2026-08-24T15:57:32,purchases.xlsx; row 401; timezone unspecified,paid,,
hpay_0401,historical,hist_194,Алгоритмы старт,8950.0,2026-08-24T16:25:21,purchases.xlsx; row 402; timezone unspecified,paid,,
hpay_0402,historical,hist_111,Аналитика про,8950.0,2026-08-24T16:49:26,purchases.xlsx; row 403; timezone unspecified,paid,,
hpay_0403,historical,hist_299,Аналитика про,8950.0,2026-08-24T16:58:19,purchases.xlsx; row 404; timezone unspecified,paid,,
hpay_0404,historical,hist_201,Data Science,6950.0,2026-08-24T17:28:20,purchases.xlsx; row 405; timezone unspecified,paid,,
hpay_0405,historical,hist_263,AI агенты,6000.0,2026-08-25T03:19:38,purchases.xlsx; row 406; timezone unspecified,paid,,
hpay_0406,historical,hist_583,AI агенты,8950.0,2026-08-25T04:27:38,purchases.xlsx; row 407; timezone unspecified,paid,,
hpay_0407,historical,hist_168,AI агенты,7475.0,2026-08-25T06:26:04,purchases.xlsx; row 408; timezone unspecified,paid,,
hpay_0408,historical,hist_168,ML про,7475.0,2026-08-25T06:26:04,purchases.xlsx; row 409; timezone unspecified,paid,,
hpay_0409,historical,hist_165,Аналитика про,8450.0,2026-08-25T07:21:38,purchases.xlsx; row 410; timezone unspecified,paid,,
hpay_0410,historical,hist_455,Backend старт,8950.0,2026-08-25T07:53:50,purchases.xlsx; row 411; timezone unspecified,paid,,
hpay_0411,historical,hist_148,AI агенты,7475.0,2026-08-25T09:49:25,purchases.xlsx; row 412; timezone unspecified,paid,,
hpay_0412,historical,hist_116,АВ тестам,7475.0,2026-08-25T10:01:02,purchases.xlsx; row 413; timezone unspecified,paid,,
hpay_0413,historical,hist_116,Аналитика про,7475.0,2026-08-25T10:01:02,purchases.xlsx; row 414; timezone unspecified,paid,,
hpay_0414,historical,hist_121,AI агенты,8950.0,2026-08-25T11:38:56,purchases.xlsx; row 415; timezone unspecified,paid,,
hpay_0415,historical,hist_138,ML про,5750.0,2026-08-25T12:39:08,purchases.xlsx; row 416; timezone unspecified,paid,,
hpay_0416,historical,hist_463,ML про,8950.0,2026-08-25T13:16:31,purchases.xlsx; row 417; timezone unspecified,paid,,
hpay_0417,historical,hist_560,AI агенты,8950.0,2026-08-25T14:09:51,purchases.xlsx; row 418; timezone unspecified,paid,,
hpay_0418,historical,hist_140,Аналитика старт,8450.0,2026-08-25T16:01:50,purchases.xlsx; row 419; timezone unspecified,paid,,
hpay_0419,historical,hist_202,AI агенты,7475.0,2026-08-25T19:24:14,purchases.xlsx; row 420; timezone unspecified,paid,,
